"bsv"	"context"	"full_expression"	"no_match"	"match_with_fcu"	"context"	"location"	"features"
"bsv_cereales_paille_2010_s23_cle8b462b"	"été observées cette"	"semaine, les blés"	"semaine, les blés"	"blés ( blé ) =http://ontology.inrae.fr/frenchcropusage/Bles"	"durs sont entre fin"	"5536-5553"	"type=N_PUN_N, match=fcu, form=semaine, les blés"
"bsv_grandes_cultures_N15_28_02_13_V3"	"la surveillance sur"	"pois de printemps et féverole"	"pois de printemps et féverole"	"pois de printemps ( pois protéagineux de printemps ) =http://ontology.inrae.fr/frenchcropusage/Pois_proteagineux_printemps, pois ( pois ) =http://ontology.inrae.fr/frenchcropusage/Pois, féverole ( féverole ) =http://ontology.inrae.fr/frenchcropusage/Feveroles"	". COLZA- É DITION M"	"597-626"	"type=N_KON_N, match=fcu, form=pois de printemps et féverole"
"bsv_grandes_cultures_N15_28_02_13_V3"	"sur une minorité de"	"parcelles de pois et féverole du réseau"	"parcelles de pois et féverole du réseau"	"pois ( pois ) =http://ontology.inrae.fr/frenchcropusage/Pois, féverole ( féverole ) =http://ontology.inrae.fr/frenchcropusage/Feveroles"	"ayant atteint ou dé"	"6858-6897"	"type=N_KON_N, match=fcu, form=parcelles de pois et féverole du réseau"
"bsv_grandes_cultures_N15_28_02_13_V3"	"tion des dégâts sur"	"pois de printemps et féverole"	"pois de printemps et féverole"	"pois de printemps ( pois protéagineux de printemps ) =http://ontology.inrae.fr/frenchcropusage/Pois_proteagineux_printemps, pois ( pois ) =http://ontology.inrae.fr/frenchcropusage/Pois, féverole ( féverole ) =http://ontology.inrae.fr/frenchcropusage/Feveroles"	". Sur pois d'hiver s"	"7608-7637"	"type=N_KON_N, match=fcu, form=pois de printemps et féverole"
"bsv_grandes_cultures_colza_N6_V3-2"	"rves défoliatrices ("	"tenthrède de la rave, piéride du chou"	"tenthrède de la rave, piéride du chou"	"chou ( chou potager ) =http://ontology.inrae.fr/frenchcropusage/Choux_potagers, chou ( chou ) =http://ontology.inrae.fr/frenchcropusage/Choux"	"...) L'activité des"	"5750-5787"	"type=N_PUN_N, match=fcu, form=tenthrède de la rave, piéride du chou"
"bsv_grandescultures_20120306_4__cle49ab89"	"r réseau. Au niveau"	"maladies, les colzas"	"maladies, les "	"colzas ( colza ) =http://ontology.inrae.fr/frenchcropusage/Colzas"	"sont très sains. Al"	"5805-5825"	"type=N_PUN_N, match=fcu, form=maladies, les colzas"
"bsv_grandescultures_20120306_4__cle49ab89"	"ud de la région. En"	"phase de croissance, les colzas"	"phase de croissance, les "	"colzas ( colza ) =http://ontology.inrae.fr/frenchcropusage/Colzas"	"sont capables de su"	"6574-6605"	"type=N_PUN_N, match=fcu, form=phase de croissance, les colzas"
"bsv_legumes_17"	"................. 2"	"Carotte, céleri, cerfeuil, panais et persil"	"Carotte, céleri, cerfeuil, panais et persil"	"Carotte ( carotte ) =http://ontology.inrae.fr/frenchcropusage/Carottes, céleri ( céleri ) =http://ontology.inrae.fr/frenchcropusage/Celeris, cerfeuil ( cerfeuil ) =http://ontology.inrae.fr/frenchcropusage/Cerfeuils, panais ( panais ) =http://ontology.inrae.fr/frenchcropusage/Panais, persil ( persil ) =http://ontology.inrae.fr/frenchcropusage/Persils"	"..................."	"284-327"	"type=N_PUN_N_KON_N, match=fcu, form=Carotte, céleri, cerfeuil, panais et persil"
"bsv_legumes_17"	"......... 24 Oignon"	"échalote et pomme de terre"	"échalote et pomme de terre"	"échalote ( échalote ) =http://ontology.inrae.fr/frenchcropusage/Echalotes, pomme de terre ( pomme de terre ) =http://ontology.inrae.fr/frenchcropusage/Pommes_de_terre, pomme ( pommier ) =http://ontology.inrae.fr/frenchcropusage/Pommiers"	"primeur ..........."	"3830-3856"	"type=N_KON_N, match=fcu, form=échalote et pomme de terre"
"bsv_legumes_17"	"arien à surveiller."	"Choux, salades"	"Choux, salades"	"Choux ( chou potager ) =http://ontology.inrae.fr/frenchcropusage/Choux_potagers, Choux ( chou ) =http://ontology.inrae.fr/frenchcropusage/Choux, salades ( salade ) =http://ontology.inrae.fr/frenchcropusage/Salades"	": attention aux che"	"5114-5128"	"type=N_PUN_N, match=fcu, form=Choux, salades"
"bsv_legumes_17"	"bellifères Carotte,"	"céleri, cerfeuil, panais et persil"	"céleri, cerfeuil, panais et persil"	"céleri ( céleri ) =http://ontology.inrae.fr/frenchcropusage/Celeris, cerfeuil ( cerfeuil ) =http://ontology.inrae.fr/frenchcropusage/Cerfeuils, panais ( panais ) =http://ontology.inrae.fr/frenchcropusage/Panais, persil ( persil ) =http://ontology.inrae.fr/frenchcropusage/Persils"	"Composition du rése"	"7539-7573"	"type=N_PUN_N_KON_N, match=fcu, form=céleri, cerfeuil, panais et persil"
"bsv_legumes_17"	"es feuilles (céleri"	"branche et persil"	"branche et persil"	"persil ( persil ) =http://ontology.inrae.fr/frenchcropusage/Persils"	"), le seuil est iden"	"11863-11880"	"type=N_KON_N, match=fcu, form=branche et persil"
"bsv_legumes_17"	"liaires. Crucifères"	"Choux, navets, radis"	"Choux, navets, radis"	"Choux ( chou potager ) =http://ontology.inrae.fr/frenchcropusage/Choux_potagers, Choux ( chou ) =http://ontology.inrae.fr/frenchcropusage/Choux, navets ( navet potager ) =http://ontology.inrae.fr/frenchcropusage/Navets_potagers, radis ( radis ) =http://ontology.inrae.fr/frenchcropusage/Radis"	"ALTISE Etat général"	"27518-27538"	"type=N_PUN_N, match=fcu, form=Choux, navets, radis"
"bsv_legumes_17"	"rveiller Solanacées"	"Solanacées et concombres"	"Solanacées et "	"concombres ( concombre ) =http://ontology.inrae.fr/frenchcropusage/Concombres"	"PUCERON Etat généra"	"33097-33121"	"type=N_KON_N, match=fcu, form=Solanacées et concombres"
"bsv_legumes_17"	"essentiellement sur"	"tomates, aubergines et concombres"	"tomates, aubergines et concombres"	"tomates ( tomate ) =http://ontology.inrae.fr/frenchcropusage/Tomates, aubergines ( aubergine ) =http://ontology.inrae.fr/frenchcropusage/Aubergines, concombres ( concombre ) =http://ontology.inrae.fr/frenchcropusage/Concombres"	". Leur présence n'im"	"34168-34201"	"type=N_PUN_N_KON_N, match=fcu, form=tomates, aubergines et concombres"
"bsv_legumes_17"	"ral Voir paragraphe"	"Solanacées et concombres"	"Solanacées et "	"concombres ( concombre ) =http://ontology.inrae.fr/frenchcropusage/Concombres"	"ci-dessus. CLADOSPO"	"35662-35686"	"type=N_KON_N, match=fcu, form=Solanacées et concombres"
"bsv_legumes_17"	"ral Voir paragraphe"	"Solanacées et concombres"	"Solanacées et "	"concombres ( concombre ) =http://ontology.inrae.fr/frenchcropusage/Concombres"	"ci-dessus. DORYPHOR"	"37629-37653"	"type=N_KON_N, match=fcu, form=Solanacées et concombres"
"bsv_legumes_17"	"ral Voir paragraphe"	"Solanacées et concombres"	"Solanacées et "	"concombres ( concombre ) =http://ontology.inrae.fr/frenchcropusage/Concombres"	"ci-dessus. Directeu"	"38537-38561"	"type=N_KON_N, match=fcu, form=Solanacées et concombres"
"bsv_legumes_17"	"ral Voir paragraphe"	"Solanacées et concombres"	"Solanacées et "	"concombres ( concombre ) =http://ontology.inrae.fr/frenchcropusage/Concombres"	"ci-dessus. ACARIEN"	"39628-39652"	"type=N_KON_N, match=fcu, form=Solanacées et concombres"
"bsv_legumes_17"	"ral Voir paragraphe"	"Solanacées et concombres"	"Solanacées et "	"concombres ( concombre ) =http://ontology.inrae.fr/frenchcropusage/Concombres"	"ci-dessus. THRIPS E"	"39712-39736"	"type=N_KON_N, match=fcu, form=Solanacées et concombres"
"bsv_legumes_17"	"ral Voir paragraphe"	"Solanacées et concombres"	"Solanacées et "	"concombres ( concombre ) =http://ontology.inrae.fr/frenchcropusage/Concombres"	"ci-dessus. OÏDIUM E"	"39784-39808"	"type=N_KON_N, match=fcu, form=Solanacées et concombres"
"bsv_legumes_17"	"uation du réseau de"	"piégeage des noctuelles, teignes et mineuse de la tomate"	"piégeage des noctuelles, teignes et mineuse de la "	"tomate ( tomate ) =http://ontology.inrae.fr/frenchcropusage/Tomates"	". Noctuelles"	"40430-40486"	"type=N_PUN_N_KON_N, match=fcu, form=piégeage des noctuelles, teignes et mineuse de la tomate"
"bsv_legumes_17"	"Tuta absoluta ("	"tomates, solanacées"	", solanacées"	"tomates ( tomate ) =http://ontology.inrae.fr/frenchcropusage/Tomates"	") 1"	"40872-40891"	"type=N_PUN_N, match=fcu, form=tomates, solanacées"
"bsv_legumes_17"	"geage important sur"	"cerisier et fraisier"	"cerisier et fraisier"	"cerisier ( cerisier ) =http://ontology.inrae.fr/frenchcropusage/Cerisiers, fraisier ( fraisier ) =http://ontology.inrae.fr/frenchcropusage/Fraisiers"	"afin de détecter pr"	"57150-57170"	"type=N_KON_N, match=fcu, form=cerisier et fraisier"
"bsv_legumes_17"	"surveiller. Oignon"	"échalote et pomme de terre"	"échalote et pomme de terre"	"échalote ( échalote ) =http://ontology.inrae.fr/frenchcropusage/Echalotes, pomme de terre ( pomme de terre ) =http://ontology.inrae.fr/frenchcropusage/Pommes_de_terre, pomme ( pommier ) =http://ontology.inrae.fr/frenchcropusage/Pommiers"	"primeur Oignon Comp"	"62261-62287"	"type=N_KON_N, match=fcu, form=échalote et pomme de terre"
"bsv_legumes_17"	"i vous avez sur vos"	"oignons, échalote"	"oignons, échalote"	"oignons ( oignon ) =http://ontology.inrae.fr/frenchcropusage/Oignons, échalote ( échalote ) =http://ontology.inrae.fr/frenchcropusage/Echalotes"	", échalions, ,.. des"	"69265-69282"	"type=N_PUN_N, match=fcu, form=oignons, échalote"
"bsv_legumes_17"	"t été observées sur"	"échalion et oignon"	"échalion et oignon"	"échalion ( échalion ) =http://ontology.inrae.fr/frenchcropusage/Echalions, oignon ( oignon ) =http://ontology.inrae.fr/frenchcropusage/Oignons"	"semis grande cultur"	"72463-72481"	"type=N_KON_N, match=fcu, form=échalion et oignon"
"bsv_maraichage_no55_du_20_septembre_2013_cle043712"	"Les noctuelles sur"	"feuilles et fruits"	"feuilles et "	"fruits ( culture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Cultures_fruitieres"	"sont présentes avec"	"3237-3255"	"type=N_KON_N, match=fcu, form=feuilles et fruits"
"bsv_maraichage_no72_du_2_juin_2014_cle8a3b46"	"8 Autres cultures :"	"pois, pomme de terre"	"pois, pomme de terre"	"pois ( pois ) =http://ontology.inrae.fr/frenchcropusage/Pois, pomme de terre ( pomme de terre ) =http://ontology.inrae.fr/frenchcropusage/Pommes_de_terre, pomme ( pommier ) =http://ontology.inrae.fr/frenchcropusage/Pommiers"	"page 19 Fréquence d"	"1384-1404"	"type=N_PUN_N, match=fcu, form=pois, pomme de terre"
"bsv_maraichage_no72_du_2_juin_2014_cle8a3b46"	"ssement typique sur"	"plantes et fruits"	"plantes et "	"fruits ( culture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Cultures_fruitieres"	", conduisant à un ar"	"14487-14504"	"type=N_KON_N, match=fcu, form=plantes et fruits"
"bsv_maraichage_no72_du_2_juin_2014_cle8a3b46"	"peut aussi toucher"	"les cultures de melon et solanacées"	"les cultures de  et solanacées"	"melon ( melon ) =http://ontology.inrae.fr/frenchcropusage/Melons"	"). Les plantes attei"	"21133-21168"	"type=N_KON_N, match=fcu, form=les cultures de melon et solanacées"
"bsv_maraichage_no72_du_2_juin_2014_cle8a3b46"	"cultures de céleri-"	"rave, céleri"	"rave, "	"céleri ( céleri ) =http://ontology.inrae.fr/frenchcropusage/Celeris"	"-branche, persil, fe"	"25209-25221"	"type=N_PUN_N, match=fcu, form=rave, céleri"
"bsv_maraichage_no72_du_2_juin_2014_cle8a3b46"	"céleri-rave, céleri-"	"branche, persil, fenouil"	"branche, persil, fenouil"	"persil ( persil ) =http://ontology.inrae.fr/frenchcropusage/Persils, fenouil ( fenouil ) =http://ontology.inrae.fr/frenchcropusage/Fenouils"	", panais Psilea rosa"	"25222-25246"	"type=N_PUN_N, match=fcu, form=branche, persil, fenouil"
"bsv_maraichage_no72_du_2_juin_2014_cle8a3b46"	"spèces de plantes :"	"le navet, le radis, les choux, le colza"	"le navet, le radis, les choux, le colza"	"navet ( navet potager ) =http://ontology.inrae.fr/frenchcropusage/Navets_potagers, radis ( radis ) =http://ontology.inrae.fr/frenchcropusage/Radis, choux ( chou potager ) =http://ontology.inrae.fr/frenchcropusage/Choux_potagers, choux ( chou ) =http://ontology.inrae.fr/frenchcropusage/Choux, colza ( colza ) =http://ontology.inrae.fr/frenchcropusage/Colzas"	"Résultats des piége"	"28408-28447"	"type=N_PUN_N, match=fcu, form=le navet, le radis, les choux, le colza"
"bsv_maraichage_no72_du_2_juin_2014_cle8a3b46"	"lanacées cultivées ("	"pomme de terre, poivron, piment"	"pomme de terre, poivron, piment"	"pomme de terre ( pomme de terre ) =http://ontology.inrae.fr/frenchcropusage/Pommes_de_terre, pomme ( pommier ) =http://ontology.inrae.fr/frenchcropusage/Pommiers, poivron ( poivron ) =http://ontology.inrae.fr/frenchcropusage/Poivrons, piment ( piment ) =http://ontology.inrae.fr/frenchcropusage/Piments"	") et les adventices"	"29457-29488"	"type=N_PUN_N, match=fcu, form=pomme de terre, poivron, piment"
"bsv_viti_11_20_06_2013_cle0ffbf1"	"3 feuilles (Chenin,"	"Melon de B, Chardonnay"	" de B, Chardonnay"	"Melon ( melon ) =http://ontology.inrae.fr/frenchcropusage/Melons"	"). La floraison est"	"950-972"	"type=N_PUN_N, match=fcu, form=Melon de B, Chardonnay"
"bsv_zna_20130801_9_cle8215c1"	"ride sp. Dégâts sur"	"choux et roquette"	"choux et roquette"	"choux ( chou potager ) =http://ontology.inrae.fr/frenchcropusage/Choux_potagers, choux ( chou ) =http://ontology.inrae.fr/frenchcropusage/Choux, roquette ( roquette ) =http://ontology.inrae.fr/frenchcropusage/Roquettes"	"Altise Dégâts sur c"	"784-801"	"type=N_KON_N, match=fcu, form=choux et roquette"
"bsv_zna_20130801_9_cle8215c1"	"e Altise Dégâts sur"	"choux et roquette"	"choux et roquette"	"choux ( chou potager ) =http://ontology.inrae.fr/frenchcropusage/Choux_potagers, choux ( chou ) =http://ontology.inrae.fr/frenchcropusage/Choux, roquette ( roquette ) =http://ontology.inrae.fr/frenchcropusage/Roquettes"	"PuceronsSur rosiers"	"820-837"	"type=N_KON_N, match=fcu, form=choux et roquette"
"bsv_zna_20130801_9_cle8215c1"	"oquette PuceronsSur"	"rosiers, dahlias"	", dahlias"	"rosiers ( rosier ) =http://ontology.inrae.fr/frenchcropusage/Rosiers"	": en diminution Tom"	"850-866"	"type=N_PUN_N, match=fcu, form=rosiers, dahlias"
"bsv_zna_20130801_9_cle8215c1"	"diversesÀ retenir :"	"teigne du poireau et MTN"	"teigne du  et MTN"	"poireau ( poireau ) =http://ontology.inrae.fr/frenchcropusage/Poireaux"	"sur rosier Attaque"	"982-1006"	"type=N_KON_N, match=fcu, form=teigne du poireau et MTN"
"bsv_zna_20130801_9_cle8215c1"	"s taches noires sur"	"rosier et le mildiou"	" et le mildiou"	"rosier ( rosier ) =http://ontology.inrae.fr/frenchcropusage/Rosiers"	", d'autant plus favo"	"2656-2676"	"type=N_KON_N, match=fcu, form=rosier et le mildiou"
"bsv_zna_20130801_9_cle8215c1"	"AOÛT 2013 A ltise"	"Choux et roquette"	"Choux et roquette"	"Choux ( chou potager ) =http://ontology.inrae.fr/frenchcropusage/Choux_potagers, Choux ( chou ) =http://ontology.inrae.fr/frenchcropusage/Choux, roquette ( roquette ) =http://ontology.inrae.fr/frenchcropusage/Roquettes"	"Réseau d'observatio"	"17287-17304"	"type=N_KON_N, match=fcu, form=Choux et roquette"
"bsv_zna_20130801_9_cle8215c1"	"- NEUF SUR SARTHE -"	"jardin de particulier, roquette"	"jardin de particulier, roquette"	"jardin ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardin ( jardin ) =http://ontology.inrae.fr/frenchcropusage/Jardins, roquette ( roquette ) =http://ontology.inrae.fr/frenchcropusage/Roquettes"	"). Observations Sur"	"17461-17492"	"type=N_PUN_N, match=fcu, form=jardin de particulier, roquette"
"bsv_zna_20130801_9_cle8215c1"	"). Observations Sur"	"choux, l'indice de gravité"	"choux, l'indice de gravité"	"choux ( chou potager ) =http://ontology.inrae.fr/frenchcropusage/Choux_potagers, choux ( chou ) =http://ontology.inrae.fr/frenchcropusage/Choux"	"est de 3 (plus de 5"	"17512-17538"	"type=N_PUN_N, match=fcu, form=choux, l'indice de gravité"
"bsv_zna_20130801_9_cle8215c1"	"1 site en Mayenne ("	"CHANGE, jardin de particulier"	"CHANGE, jardin de particulier"	"jardin ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardin ( jardin ) =http://ontology.inrae.fr/frenchcropusage/Jardins"	") en suivi standard"	"19316-19345"	"type=N_PUN_N, match=fcu, form=CHANGE, jardin de particulier"
"bsv_zna_20130801_9_cle8215c1"	"t été observées sur"	"feuilles et fruit"	"feuilles et "	"fruit ( culture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Cultures_fruitieres"	", 5 sites : 2 en Mai"	"20328-20345"	"type=N_KON_N, match=fcu, form=feuilles et fruit"
"bsv_zna_20130801_9_cle8215c1"	"Oïdium sur viorne"	"Boule de neige' et pommier"	"Boule de neige' et "	"pommier ( pommier ) =http://ontology.inrae.fr/frenchcropusage/Pommiers"	"Observations augmen"	"22950-22976"	"type=N_KON_N, match=fcu, form=Boule de neige' et pommier"
"bsv_zna_20130801_9_cle8215c1"	"'est stabilisée. de"	"particulier, pommier"	"particulier, "	"pommier ( pommier ) =http://ontology.inrae.fr/frenchcropusage/Pommiers"	", suivi approfondi)"	"23142-23162"	"type=N_PUN_N, match=fcu, form=particulier, pommier"
"bsv_zna_20130801_9_cle8215c1"	"s Mayenne (CHANGE -"	"jardin de particulier, viorne"	"jardin de particulier, viorne"	"jardin ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardin ( jardin ) =http://ontology.inrae.fr/frenchcropusage/Jardins"	", suivi stan- taches"	"23271-23300"	"type=N_PUN_N, match=fcu, form=jardin de particulier, viorne"
"bsv_zna_20130801_9_cle8215c1"	"Office National des"	"Forêts, FREDON"	", FREDON"	"Forêts ( arboriculture ) =http://ontology.inrae.fr/frenchcropusage/Arboriculture"	"PdL, FDGDONs et GDO"	"26944-26958"	"type=N_PUN_N, match=fcu, form=Forêts, FREDON"
"bsv_zna_20130801_9_cle8215c1"	"ça "" (49), Société"	"d'Horticulture de la Mayenne, association des jardins"	"d'Horticulture de la Mayenne, association des jardins"	"jardins ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( jardin ) =http://ontology.inrae.fr/frenchcropusage/Jardins"	"familiaux de CRAON"	"27443-27496"	"type=N_PUN_N, match=fcu, form=d'Horticulture de la Mayenne, association des jardins"
"bsv_zna_mai_2011_4__cle81e41d"	"au stade bourgeon/"	"fleurs et fleurs"	"fleurs et fleurs"	"fleurs ( floriculture ) =http://ontology.inrae.fr/frenchcropusage/Cultures_florales, fleurs ( floriculture ) =http://ontology.inrae.fr/frenchcropusage/Cultures_florales"	". les 5 départements"	"1141-1157"	"type=N_KON_N, match=fcu, form=fleurs et fleurs"
"bsv_zna_mai_2011_4__cle81e41d"	"au stade bourgeon/"	"fleurs et fleurs"	"fleurs et fleurs"	"fleurs ( floriculture ) =http://ontology.inrae.fr/frenchcropusage/Cultures_florales, fleurs ( floriculture ) =http://ontology.inrae.fr/frenchcropusage/Cultures_florales"	". Source : FDGDON 53"	"4150-4166"	"type=N_KON_N, match=fcu, form=fleurs et fleurs"
"bsv_zna_mai_2011_4__cle81e41d"	"uant des dégâts sur"	"les feuilles des aulnes, charmes, noisetiers, hêtres et tilleuls"	"les feuilles des aulnes, charmes, , hêtres et tilleuls"	"noisetiers ( noisetier ) =http://ontology.inrae.fr/frenchcropusage/Noisetiers"	". C'est en Mayenne q"	"9034-9098"	"type=N_PUN_N_KON_N, match=fcu, form=les feuilles des aulnes, charmes, noisetiers, hêtres et tilleuls"
"bsv_zna_mai_2011_4__cle81e41d"	"ersité végétale. En"	"Pays de la Loire, le raisin"	"Pays de la Loire, le "	"raisin ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"d'Amérique observé"	"10153-10180"	"type=N_PUN_N, match=fcu, form=Pays de la Loire, le raisin"
