"bsv"	"html tags"	"segment (type)"	"segment (form)"	"fcu concepts"	"bioagressors"	"stages"	"locality"	"dates"	"context before"	"context after"	"location"	"features"
"BSV_no17_pommes_de_terre_cle8966e3-1"	"H3"	"RISQUE"	"Mildiou"	""	"Mildiou"	""	""	""	"r assez rapidement."	"Les conditions mété"	"1208-1215"	"type=RISQUE, form=Mildiou"
"BSV_no17_pommes_de_terre_cle8966e3-1"	"P
TABLE
TBODY
TR
TD
TR
TD
TD
TR
TD
TD
TD
TD
TD
TD
TD
TD
TD
TD
TD
TD
TR
TD
TD
TD
TD
TD
TD
TD
TD
TD
TD
TD
TD
TD
TD
TD
TD
TD
TD
TD
TD
TD
TD
TD
TD
TD
TD
TD
TD
TR
TD
TD
TD
TD
TD
TD
TD
TD
TD
TD
TD
TD
TD
TD
TD
TR
TD
TD
TD
TD
TD
TD
TD
TD
TD
TD
TD
TD
TD
TD
TD"	"RISQUE"	"Les conditions météorologiques sont actuellement peu favorables aux sporulations. Le développement du mildiou est ralenti par les températures élevées et le vent bien présent.

  
    Miléos données du 25 juillet 2018
  
  
    Données issues de l'OAD
    Mileos
  
  
    Châteauneuf-du-Faou (29)
    Guiclan (29)
    Ploumoguer (29)
    Scaër (29)
    Saint-Eloy (29)
    Saint-Pol de Léon (29)
    Cléguérec (56)
    Croixanvec (56)
    Naizin (56)
    Saint-Nicolas-du-Pélem (22)
    Trémaouezan(29)
    Paimpol (22)
  
  
    Cumul du poids des
    contaminations
    18 juillet
    25 juillet
    263,40
    296,20
    164,84
    203,59
    300,49
    348,43
    66,94
    71,16
    84,89
    92,66
    348,19
    -
    145,56
    145,58
    168,54
    183,17
    155,49
    187,15
    263,80
    294,79
    144,66
    189,41
    208,03
    245,33
  
  
    Index de
    contamination
    le 25 juillet
    Faible
    Faible
    Moyen
    Très faible
    Faible
    -
    Très faible
    Très faible
    Très faible
    Faible
    Moyen
    Très faible
  
  
    Poids de
    contamination
    le 25 juillet
    0,27
    9,65
    9,73
    0
    1,87
    -
    0
    0
    6,58
    0,39
    8,32
    0
  
"	""	"mildiou"	""	""	"25 juillet 2018,
18 juillet,
25 juillet,
84
    203,
41
    208,
25 juillet,
25 juillet"	"rapidement. Mildiou"	"N°17 27 juillet 20"	"1216-2426"	"type=RISQUE, form=Les conditions météorologiques sont actuellement peu favorables aux sporulations. Le développement du mildiou est ralenti par les températures élevées et le vent bien présent.

  
    Miléos données du 25 juillet 2018
  
  
    Données issues de l'OAD
    Mileos
  
  
    Châteauneuf-du-Faou (29)
    Guiclan (29)
    Ploumoguer (29)
    Scaër (29)
    Saint-Eloy (29)
    Saint-Pol de Léon (29)
    Cléguérec (56)
    Croixanvec (56)
    Naizin (56)
    Saint-Nicolas-du-Pélem (22)
    Trémaouezan(29)
    Paimpol (22)
  
  
    Cumul du poids des
    contaminations
    18 juillet
    25 juillet
    263,40
    296,20
    164,84
    203,59
    300,49
    348,43
    66,94
    71,16
    84,89
    92,66
    348,19
    -
    145,56
    145,58
    168,54
    183,17
    155,49
    187,15
    263,80
    294,79
    144,66
    189,41
    208,03
    245,33
  
  
    Index de
    contamination
    le 25 juillet
    Faible
    Faible
    Moyen
    Très faible
    Faible
    -
    Très faible
    Très faible
    Très faible
    Faible
    Moyen
    Très faible
  
  
    Poids de
    contamination
    le 25 juillet
    0,27
    9,65
    9,73
    0
    1,87
    -
    0
    0
    6,58
    0,39
    8,32
    0
  
"
"BSV_no17_pommes_de_terre_cle8966e3-1"	"HEADER
BR"	"FOOTER"	"N°17 27 juillet 2018, page 3 sur 4"	""	""	""	""	"27 juillet 2018"	"8,32 0"	"Données du 16/07/1"	"2428-2462"	"type=FOOTER, form=N°17 27 juillet 2018, page 3 sur 4"
"BSV_no17_pommes_de_terre_cle8966e3-1"	"FIGCAPTION
FIGURE"	"RISQUE"	"- 2 pour les variétés sensibles au mildiou,"	""	"mildiou"	""	""	""	"l est supérieur à :"	"- 3 pour les variét"	"2755-2798"	"type=RISQUE, form=- 2 pour les variétés sensibles au mildiou,"
"BSV_no17_pommes_de_terre_cle8966e3-1"	"P"	"RISQUE"	"-Le "" Cumul des poids de contamination "" donne une idée du niveau de pression mildiou de la campagne en cours. Plus ce cumul augmente vite et plus la pression est importante."	""	"mildiou"	""	""	""	"riétés résistantes."	"Pucerons et dorypho"	"2872-3046"	"type=RISQUE, form=-Le "" Cumul des poids de contamination "" donne une idée du niveau de pression mildiou de la campagne en cours. Plus ce cumul augmente vite et plus la pression est importante."
"BSV_no17_pommes_de_terre_cle8966e3-1"	"H3"	"RISQUE"	"Pucerons et doryphores"	""	"Pucerons"	""	""	""	"ion est importante."	"Comme la semaine pa"	"3047-3069"	"type=RISQUE, form=Pucerons et doryphores"
"BSV_no17_pommes_de_terre_cle8966e3-1"	"P"	"RISQUE"	"Comme la semaine passée, le nombre moyen de pucerons capturés par jour est faible, entre 0 et 5 suivant les postes."	""	"pucerons"	""	""	""	"erons et doryphores"	"Le nombre d'ailés l"	"3070-3185"	"type=RISQUE, form=Comme la semaine passée, le nombre moyen de pucerons capturés par jour est faible, entre 0 et 5 suivant les postes."
"BSV_no17_pommes_de_terre_cle8966e3-1"	"P
P"	"RISQUE"	"Le nombre d'ailés le plus élevé est obtenu pour le poste de Ploeuc-sur lié (22) avec 5 pucerons capturés en moyenne par jour autour de la mi-juillet.
Les doryphores sont toujours à surveiller en cultures non sénescentes."	""	"pucerons"	""	""	"mi-juillet"	"suivant les postes."	"Zoom sur le défanag"	"3186-3406"	"type=RISQUE, form=Le nombre d'ailés le plus élevé est obtenu pour le poste de Ploeuc-sur lié (22) avec 5 pucerons capturés en moyenne par jour autour de la mi-juillet.
Les doryphores sont toujours à surveiller en cultures non sénescentes."
"BSV_no17_pommes_de_terre_cle8966e3-1"	"HEADER
BR"	"FOOTER"	"N°17 27 juillet 2018, page 4 sur 4"	""	""	""	""	"27 juillet 2018"	"Plants Innovation)"	"Contrairement aux p"	"3668-3702"	"type=FOOTER, form=N°17 27 juillet 2018, page 4 sur 4"
"BSV_no17_pommes_de_terre_cle8966e3-1"	"P"	"RISQUE"	"Arrachage mécanique des fanes : très peu utilisé également mais qui a l'avantage de réduire le développement des sclérotes de rhizoctone sur les tubercules."	"maïs"	"rhizoctone"	""	""	""	"e très peu utilisé."	"Sources (article de"	"4464-4620"	"type=RISQUE, form=Arrachage mécanique des fanes : très peu utilisé également mais qui a l'avantage de réduire le développement des sclérotes de rhizoctone sur les tubercules."
"BSV_no19_du_23-06-2020_cle09c329"	"TITLE"	"TITLE"	"En Bref :"	""	""	""	""	""	""	"Page n° 1 En Bref"	"1-10"	"type=TITLE, form=En Bref :"
"BSV_no19_du_23-06-2020_cle09c329"	"HEADER
BR"	"FOOTER"	"Page n° 1"	""	""	""	""	""	"En Bref :"	"En Bref : N°19 23 j"	"12-21"	"type=FOOTER, form=Page n° 1"
"BSV_no19_du_23-06-2020_cle09c329"	"H1"	"SOMMAIRE"	"En Bref :"	""	""	""	""	""	"n Bref : Page n° 1"	"N°19 23 juin 2020"	"22-31"	"type=SOMMAIRE, form=En Bref :"
"BSV_no19_du_23-06-2020_cle09c329"	"H2"	"EDITION"	"N°19 23 juin 2020"	""	""	""	""	"23 juin 2020"	"Page n° 1 En Bref :"	"Risque glob"	"32-49"	"type=EDITION, form=N°19 23 juin 2020"
"BSV_no19_du_23-06-2020_cle09c329"	"P
P
P"	"STADES"	"Un stade moyen à 10 feuilles, peu de dégâts hormis les corvidés notamment dans le Finistère.
Des captures en légère hausse cette semaine dans les zones à pression différenciée très élevée et élevée. Première capture en zone à pression moyenne.
Informations sur le ravageur. Une nouvelle suspicion confirmée."	""	""	""	"Finistère"	""	"Informations"	"Note nationale , co"	"367-674"	"type=STADES, form=Un stade moyen à 10 feuilles, peu de dégâts hormis les corvidés notamment dans le Finistère.
Des captures en légère hausse cette semaine dans les zones à pression différenciée très élevée et élevée. Première capture en zone à pression moyenne.
Informations sur le ravageur. Une nouvelle suspicion confirmée."
"BSV_no19_du_23-06-2020_cle09c329"	"HEADER
BR"	"FOOTER"	"Page n° 2"	""	""	""	""	""	"tagne.chambagri.fr"	"MAÏS Les informatio"	"1165-1174"	"type=FOOTER, form=Page n° 2"
"BSV_no19_du_23-06-2020_cle09c329"	"H1"	"CULTURE"	"MAÏS"	"maïs"	""	""	""	""	"bagri.fr Page n° 2"	"Les informations is"	"1175-1179"	"type=CULTURE, form=MAÏS"
"BSV_no19_du_23-06-2020_cle09c329"	"P
BR"	"EDITION"	"Les informations issues du réseau et des parcelles flottantes indiquent un stade moyen de 10 feuilles. Globalement, peu d'attaques de ravageurs ont été relevées, exception faite pour les corvidés où les dégâts constatés sont assez importants cette année dans la région. Pour déclarer les dégâts liés aux gros ravageurs tel que le Choucas, cliquez-ici . Attention : cette déclaration n'ouvre pas droit à indemnisation mais elle est indispensable pour maintenir le classement ""nuisible"" de certaines espèces. Pour retrouver les préconisations sur le désherbage mécanique voir le BSV n°13 (cliquez-ici).Rappel : Le broyage des cannes post-récolte est le meilleur moyen de gérer les papillons ravageurs que sont la pyrale et la sesamie."	"maïs"	"pyrale"	""	""	""	".fr Page n° 2 MAÏS"	"Pyrale Contexte d'o"	"1180-1912"	"type=EDITION, form=Les informations issues du réseau et des parcelles flottantes indiquent un stade moyen de 10 feuilles. Globalement, peu d'attaques de ravageurs ont été relevées, exception faite pour les corvidés où les dégâts constatés sont assez importants cette année dans la région. Pour déclarer les dégâts liés aux gros ravageurs tel que le Choucas, cliquez-ici . Attention : cette déclaration n'ouvre pas droit à indemnisation mais elle est indispensable pour maintenir le classement ""nuisible"" de certaines espèces. Pour retrouver les préconisations sur le désherbage mécanique voir le BSV n°13 (cliquez-ici).Rappel : Le broyage des cannes post-récolte est le meilleur moyen de gérer les papillons ravageurs que sont la pyrale et la sesamie."
"BSV_no19_du_23-06-2020_cle09c329"	"P
P"	"RISQUE"	"La cartographie ci-dessous définit des zones avec une pression potentielle +/- forte (liée en grande partie à l'offre en températures ). A l'intérieur de chaque zone, le risque doit être modulé en tenant compte du contexte local. Cela concerne en priorité les parcelles dans un secteur avec un historique de dégâts importants, les parcelles en succession maïs/maïs, avec une gestion insuffisante des résidus, par l'absence de broyage et enfouissement des cannes (cas de récoltes tardives en 2019 du fait des conditions très pluvieuses à la récolte). Les parcelles à proximité de zones enherbées et de jachère sont également considérées à risque (zone refuge des papillons qui viennent pondre dans les maïs).
Carte 2 : Estimation de la "" répartition géographique des zones à pression pyrale différenciée les années antérieures ""."	"maïs,
maïs,
gel,
maïs"	"pyrale"	""	""	"2019"	"pour cette semaine"	"Zone de pre"	"1981-2809"	"type=RISQUE, form=La cartographie ci-dessous définit des zones avec une pression potentielle +/- forte (liée en grande partie à l'offre en températures ). A l'intérieur de chaque zone, le risque doit être modulé en tenant compte du contexte local. Cela concerne en priorité les parcelles dans un secteur avec un historique de dégâts importants, les parcelles en succession maïs/maïs, avec une gestion insuffisante des résidus, par l'absence de broyage et enfouissement des cannes (cas de récoltes tardives en 2019 du fait des conditions très pluvieuses à la récolte). Les parcelles à proximité de zones enherbées et de jachère sont également considérées à risque (zone refuge des papillons qui viennent pondre dans les maïs).
Carte 2 : Estimation de la "" répartition géographique des zones à pression pyrale différenciée les années antérieures ""."
"BSV_no19_du_23-06-2020_cle09c329"	"P"	"RISQUE"	"Cette semaine 17 pièges ont été relevés (8 à phéromone et 9 lumineux) pour un total de 36 pyrales capturées. La quasi-totalité des pièges lumineux du réseau a relevé au moins 1 pyrale dans les zones rouges et orange, ce qui n'était pas encore le cas la semaine dernière. Cette augmentation de captures positives est aussi vraie avec les pièges à phéromone, 3 pièges se sont révélés positifs contre 1 les semaines précédentes. Là encore cela concerne essentiellement la zone rouge, mais une capture a également été faite en zone jaune près de Lanvénégen. Le détail ci-dessous dans le Tableau 1. Les données de captures effectuées par les pièges lumineux sont issues de pièges du réseau BSV, du réseau FMC et du réseau De Sangosse."	"maïs"	"pyrales,
pyrale"	""	""	""	"Très élevée"	"Captures hors résea"	"2931-3660"	"type=RISQUE, form=Cette semaine 17 pièges ont été relevés (8 à phéromone et 9 lumineux) pour un total de 36 pyrales capturées. La quasi-totalité des pièges lumineux du réseau a relevé au moins 1 pyrale dans les zones rouges et orange, ce qui n'était pas encore le cas la semaine dernière. Cette augmentation de captures positives est aussi vraie avec les pièges à phéromone, 3 pièges se sont révélés positifs contre 1 les semaines précédentes. Là encore cela concerne essentiellement la zone rouge, mais une capture a également été faite en zone jaune près de Lanvénégen. Le détail ci-dessous dans le Tableau 1. Les données de captures effectuées par les pièges lumineux sont issues de pièges du réseau BSV, du réseau FMC et du réseau De Sangosse."
"BSV_no19_du_23-06-2020_cle09c329"	"P"	"RISQUE"	"Captures hors réseau Un piège delta à phéromone situé près de Pleslin-Trigavou dans les Côtes-d'Armor, a capturé 12 pyrales entre le dimanche 21 et lundi 22."	""	"pyrales"	""	""	""	"réseau De Sangosse."	"Chambre régionale d"	"3661-3818"	"type=RISQUE, form=Captures hors réseau Un piège delta à phéromone situé près de Pleslin-Trigavou dans les Côtes-d'Armor, a capturé 12 pyrales entre le dimanche 21 et lundi 22."
"BSV_no19_du_23-06-2020_cle09c329"	"HEADER
BR"	"FOOTER"	"Page n° 3"	""	""	""	""	""	"tagne.chambagri.fr"	"Tableau 1 : Résulta"	"4014-4023"	"type=FOOTER, form=Page n° 3"
"BSV_no19_du_23-06-2020_cle09c329"	"SMALL
P"	"RISQUE"	"Nb moyen de pyrale par piège"	""	"pyrale"	""	""	""	"par piège) 1,8"	"1,6 1,7 1,4 1,2 1 1"	"5158-5186"	"type=RISQUE, form=Nb moyen de pyrale par piège"
"BSV_no19_du_23-06-2020_cle09c329"	"SMALL
P"	"RISQUE"	"Dynamique de vol de la pyrale par capture par piège lumineux (en nb moyen de pyrale par piège)"	""	"pyrale,
pyrale"	""	""	""	"0 21 22 23 24 25 26"	"8 Nb moyen de pyral"	"5337-5431"	"type=RISQUE, form=Dynamique de vol de la pyrale par capture par piège lumineux (en nb moyen de pyrale par piège)"
"BSV_no19_du_23-06-2020_cle09c329"	"SMALL
P"	"RISQUE"	"Nb moyen de pyrale par piège"	""	"pyrale"	""	""	""	"pyrale par piège) 8"	"7 7,3 6 5 Zone à pr"	"5434-5462"	"type=RISQUE, form=Nb moyen de pyrale par piège"
"BSV_no19_du_23-06-2020_cle09c329"	"P
P
P
BR"	"RISQUE"	"Les graphiques de suivi de vol ci-dessus indiquent pour cette semaine que les captures, par piégeage lumineux et piégeage à phéromone, sont en augmentation avec notamment des premières captures en zone jaune. Cette augmentation concerne plus globalement les zones rouges et orange. La baisse que l'on peut observer avec les pièges lumineux en zone rouge ne signifie pas un ralentissement spécifique de la dynamique de vol puisque le nombre de pièges positifs est lui en augmentation (Tableau 1). La hausse des températures attendue cette semaine associée à l'humidité des précédentes pluies devraient être fortement favorable au vol de la pyrale. Cette dynamique devrait donc s'amplifier.
Des méthodes de luttes alternatives existent.
Le trichogramme, une guêpe parasitoïde, permet de lutter contre la pyrale du maïs, il s'agit d'une méthode alternative de biocontrôle. Ce biocontrôle se présente sous forme de sachet contenant des œufs de la guêpe. Le sachet doit être positionné dès qu'un début de vol est constaté (par l'intermédiaire du BSV par exemple), afin que les œufs puissent éclore rapidement pour donner des adultes au moment de la période de ponte de la pyrale (quelques semaines après le début de vol). Les trichogrammes sont naturellement plus sensibles aux conditions d'application. Au contact du sol, exposés à la chaleur, leur efficacité peut être fortement réduite. En cas de lâchers précoces, sur des maïs peu développés, les diffuseurs doivent être accrochés sur des tuteurs ou protégés par un étui. Dans ce cas de lâchers sur maïs peu couvrants, la forme capsules est déconseillée.Pour plus d'informations : cliquez-ici"	"maïs,
maïs,
maïs"	"pyrale,
pyrale,
pyrale"	""	""	""	",5 1 22 23 24 25 26"	"Chambre régionale d"	"5593-7234"	"type=RISQUE, form=Les graphiques de suivi de vol ci-dessus indiquent pour cette semaine que les captures, par piégeage lumineux et piégeage à phéromone, sont en augmentation avec notamment des premières captures en zone jaune. Cette augmentation concerne plus globalement les zones rouges et orange. La baisse que l'on peut observer avec les pièges lumineux en zone rouge ne signifie pas un ralentissement spécifique de la dynamique de vol puisque le nombre de pièges positifs est lui en augmentation (Tableau 1). La hausse des températures attendue cette semaine associée à l'humidité des précédentes pluies devraient être fortement favorable au vol de la pyrale. Cette dynamique devrait donc s'amplifier.
Des méthodes de luttes alternatives existent.
Le trichogramme, une guêpe parasitoïde, permet de lutter contre la pyrale du maïs, il s'agit d'une méthode alternative de biocontrôle. Ce biocontrôle se présente sous forme de sachet contenant des œufs de la guêpe. Le sachet doit être positionné dès qu'un début de vol est constaté (par l'intermédiaire du BSV par exemple), afin que les œufs puissent éclore rapidement pour donner des adultes au moment de la période de ponte de la pyrale (quelques semaines après le début de vol). Les trichogrammes sont naturellement plus sensibles aux conditions d'application. Au contact du sol, exposés à la chaleur, leur efficacité peut être fortement réduite. En cas de lâchers précoces, sur des maïs peu développés, les diffuseurs doivent être accrochés sur des tuteurs ou protégés par un étui. Dans ce cas de lâchers sur maïs peu couvrants, la forme capsules est déconseillée.Pour plus d'informations : cliquez-ici"
